@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_tag {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X, NULL}
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
mendunia,ADV,NOUN
(tanya),NOUN,PUNCT
Mayor,NULL,PROPN
Inf,PROPN,PROPN
Kamil,PROPN,PROPN
Bahren,PROPN,PROPN
Pasha,PROPN,PROPN
(bukakurung),PROPN,PUNCT
(tutupkurung),PUNCT,PUNCT
adalah,PUNCT,AUX
tokoh,AUX,NOUN
militer,NOUN,ADJ
Indonesia,ADJ,PROPN
(titik),PROPN,PUNCT
New,NULL,PROPN
York,PROPN,PROPN
City,PROPN,PROPN
memiliki,PROPN,VERB
taman,VERB,NOUN
seluas,NOUN,ADJ
dan,ADJ,CCONJ
pantai,CCONJ,NOUN
umum,NOUN,ADJ
sepanjang,ADJ,ADP
14,ADP,NUM
mil,NUM,NOUN
(bukakurung),NOUN,PUNCT
22&amp;nbsp,PUNCT,NOUN
(titikkoma),NOUN,PUNCT
km,PUNCT,SYM
(tutupkurung),SYM,PUNCT
(titik),PUNCT,PUNCT
ICQ,NULL,PROPN
sendiri,PROPN,ADV
sudah,ADV,ADV
tidak,ADV,PART
begitu,PART,ADV
banyak,ADV,ADV
mendapat,ADV,VERB
perhatian,VERB,NOUN
dari,NOUN,ADP
masyarakat,ADP,NOUN
Amerika,NOUN,PROPN
Serikat,PROPN,PROPN
dan,PROPN,CCONJ
Inggris,CCONJ,PROPN
Raya,PROPN,PROPN
(koma),PROPN,PUNCT
namun,PUNCT,CCONJ
tetap,CCONJ,ADV
memiliki,ADV,VERB
pengguna,VERB,NOUN
di,NOUN,ADP
Eropa,ADP,PROPN
dan,PROPN,CCONJ
Rusia,CCONJ,PROPN
(titik),PROPN,PUNCT
Tahun,NULL,NOUN
berikutnya,NOUN,ADJ
(bukakurung),ADJ,PUNCT
1986,PUNCT,NUM
(tutupkurung),NUM,PUNCT
(koma),PUNCT,PUNCT
Gilmour,PUNCT,PROPN
dan,PROPN,CCONJ
pemain,CCONJ,NOUN
drum,NOUN,NOUN
Nick,NOUN,PROPN
Mason,PROPN,PROPN
mengeluarkan,PROPN,VERB
siaran,VERB,NOUN
pers,NOUN,NOUN
tentang,NOUN,ADP
Waters,ADP,PROPN
keluar,PROPN,VERB
dari,VERB,ADP
Pink,ADP,PROPN
Floyd,PROPN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
kelanjutan,CCONJ,NOUN
Pink,NOUN,PROPN
Floyd,PROPN,PROPN
adalah,PROPN,AUX
tanpa,AUX,ADP
Roger,ADP,PROPN
Waters,PROPN,PROPN
(titik),PROPN,PUNCT
Lhok,NULL,PROPN
Mamplam,PROPN,PROPN
merupakan,PROPN,VERB
salah,VERB,DET
satu,DET,NUM
gampong,NUM,NOUN
yang,NOUN,PRON
ada,PRON,VERB
di,VERB,ADP
kecamatan,ADP,PROPN
Meukek,PROPN,PROPN
(koma),PROPN,PUNCT
Kabupaten,PUNCT,PROPN
Aceh,PROPN,PROPN
Selatan,PROPN,PROPN
(koma),PROPN,PUNCT
provinsi,PUNCT,NOUN
Aceh,NOUN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Pasukan,NULL,PROPN
Romawi,PROPN,PROPN
mengejar,PROPN,VERB
sebentar,VERB,ADV
(koma),ADV,PUNCT
lalu,PUNCT,SCONJ
mendatangi,SCONJ,VERB
perkemahan,VERB,NOUN
pasukan,NOUN,NOUN
Karatgo,NOUN,PROPN
(titik),PROPN,PUNCT
Hal,NULL,NOUN
ini,NOUN,DET
dapat,DET,ADV
dipecahkan,ADV,VERB
dengan,VERB,ADP
melakukan,ADP,VERB
penelitian,VERB,NOUN
perbedaan,NOUN,NOUN
nuansa,NOUN,NOUN
kata,NOUN,NOUN
(kurang),NOUN,PUNCT
kata,PUNCT,NOUN
dibandingkan,NOUN,VERB
dalam,VERB,ADP
bahasa,ADP,NOUN
Ibrani,NOUN,PROPN
(titik),PROPN,PUNCT
Kucing,NULL,PROPN
ini,PROPN,DET
juga,DET,ADV
telah,ADV,ADV
dikenal,ADV,VERB
mengambil,VERB,VERB
ayam,VERB,NOUN
buras,NOUN,ADJ
dan,ADJ,CCONJ
ternak,CCONJ,NOUN
(titik),NOUN,PUNCT
Karakter,NULL,NOUN
tersebut,NOUN,DET
diciptakan,DET,VERB
oleh,VERB,ADP
Stukasa,ADP,PROPN
Kotobuki,PROPN,PROPN
dan,PROPN,CCONJ
pengisi,CCONJ,NOUN
suaranya,NOUN,NOUN
Kyoko,NOUN,PROPN
Hikami,PROPN,PROPN
(titik),PROPN,PUNCT
Sebagian,NULL,ADJ
anaknya,ADJ,NOUN
yang,NOUN,PRON
juga,PRON,ADV
menjadi,ADV,VERB
terkenal,VERB,ADJ
di,ADJ,ADP
kemudian,ADP,ADV
hari,ADV,NOUN
adalah,NOUN,AUX
Aristides,AUX,PROPN
Katoppo,PROPN,PROPN
(koma),PROPN,PUNCT
Henriette,PUNCT,PROPN
Marianne,PROPN,PROPN
Katoppo,PROPN,PROPN
(koma),PROPN,PUNCT
Yosie,PUNCT,PROPN
Katoppo,PROPN,PROPN
(bukakurung),PROPN,PUNCT
jurnalis,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
dan,PUNCT,CCONJ
Pericles,CCONJ,PROPN
Katoppo,PROPN,PROPN
(bukakurung),PROPN,PUNCT
penerjemah,PUNCT,NOUN
Alkitab,NOUN,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Apakah,NULL,NOUN
nama,NOUN,NOUN
tuan,NOUN,NOUN
hamba,NOUN,NOUN
(tanya),NOUN,PUNCT
Lagu,NULL,PROPN
ini,PROPN,DET
bergaya,DET,VERB
pop,VERB,NOUN
dan,NOUN,CCONJ
Keisuke,CCONJ,PROPN
Kuwata,PROPN,PROPN
menyanyikan,PROPN,VERB
lagu,VERB,NOUN
ini,NOUN,DET
dengan,DET,ADP
meniru,ADP,VERB
suara,VERB,NOUN
penyanyi,NOUN,NOUN
aidoru,NOUN,ADJ
paling,ADJ,ADV
top,ADV,ADJ
saat,ADJ,NOUN
itu,NOUN,DET
(koma),DET,PUNCT
Tahara,PUNCT,PROPN
Toshihiko,PROPN,PROPN
(titik),PROPN,PUNCT
Kedungwringin,NULL,PROPN
adalah,PROPN,AUX
desa,AUX,NOUN
di,NOUN,ADP
kecamatan,ADP,PROPN
Jatilawang,PROPN,PROPN
(koma),PROPN,PUNCT
Banyumas,PUNCT,PROPN
(koma),PROPN,PUNCT
Jawa,PUNCT,PROPN
Tengah,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Pada,NULL,ADP
tahun,ADP,NOUN
2007,NOUN,NUM
(koma),NUM,PUNCT
munisipalitas,PUNCT,NOUN
ini,NOUN,DET
memiliki,DET,VERB
populasi,VERB,NOUN
sebesar,NOUN,ADP
47.973,ADP,NUM
jiwa,NUM,NOUN
(titik),NOUN,PUNCT
Banyak,NULL,ADV
yang,ADV,PRON
menyangsikan,PRON,VERB
keseriusan,VERB,NOUN
mereka,NOUN,PRON
karena,PRON,CCONJ
perbedaan,CCONJ,NOUN
usia,NOUN,NOUN
yang,NOUN,PRON
cukup,PRON,ADV
jauh,ADV,ADJ
(koma),ADJ,PUNCT
Aksan,PUNCT,PROPN
lahir,PROPN,VERB
22,VERB,NUM
September,NUM,NOUN
1970,NOUN,NUM
(koma),NUM,PUNCT
sedangkan,PUNCT,SCONJ
Titi,SCONJ,PROPN
lahir,PROPN,VERB
10,VERB,NUM
Februari,NUM,PROPN
1981,PROPN,NUM
(titik),NUM,PUNCT
(titik),PUNCT,PUNCT
Zulkarnain,NULL,PROPN
(bukakurung),PROPN,PUNCT
(tutupkurung),PUNCT,PUNCT
adalah,PUNCT,AUX
pemain,AUX,NOUN
sepak,NOUN,NOUN
bola,NOUN,NOUN
Indonesia,NOUN,PROPN
asal,PROPN,ADP
Medan,ADP,PROPN
yang,PROPN,PRON
sekarang,PRON,ADV
memperkuat,ADV,VERB
PSMS,VERB,NOUN
Medan,NOUN,PROPN
(titik),PROPN,PUNCT
Siapakah,NULL,NOUN
yang,NOUN,PRON
mendapatkan,PRON,VERB
hukuman,VERB,NOUN
itu,NOUN,DET
(tanya),DET,PUNCT
Ban,NULL,PROPN
radial,PROPN,ADJ
adalah,ADJ,AUX
sejenis,AUX,NOUN
desain,NOUN,NOUN
ban,NOUN,NOUN
otomotif,NOUN,NOUN
(titik),NOUN,PUNCT
Unsur,NULL,PROPN
busana,PROPN,NOUN
lain,NOUN,ADJ
yang,ADJ,PRON
sangat,PRON,ADV
penting,ADV,ADJ
adalah,ADJ,AUX
upuh,AUX,NOUN
ulen,NOUN,NOUN
(kurang),NOUN,PUNCT
ulen,PUNCT,NOUN
selendang,NOUN,NOUN
dengan,NOUN,ADP
ukuran,ADP,NOUN
relatif,NOUN,ADV
lebar,ADV,ADJ
(titik),ADJ,PUNCT
Batu,NULL,PROPN
apung,PROPN,NOUN
banyak,NOUN,ADV
digunakan,ADV,VERB
untuk,VERB,ADP
membuat,ADP,VERB
beton,VERB,NOUN
ringan,NOUN,ADJ
atau,ADJ,CCONJ
yang,CCONJ,PRON
kepadatannya,PRON,NOUN
rendah,NOUN,ADJ
dan,ADJ,CCONJ
insulatif,CCONJ,ADJ
(titik),ADJ,PUNCT
Suku,NULL,PROPN
Jarawa,PROPN,PROPN
dan,PROPN,CCONJ
Sentinel,CCONJ,PROPN
menjaga,PROPN,VERB
keberadaan,VERB,NOUN
mereka,NOUN,PRON
dengan,PRON,ADP
menolak,ADP,VERB
banyak,VERB,ADV
usaha,ADV,NOUN
komunikasi,NOUN,NOUN
(titik),NOUN,PUNCT
Band,NULL,NOUN
ini,NOUN,DET
selain,DET,ADP
memiliki,ADP,VERB
Max,VERB,PROPN
dan,PROPN,CCONJ
Igor,CCONJ,PROPN
Cavalera,PROPN,PROPN
juga,PROPN,ADV
mengajak,ADV,VERB
gitaris,VERB,NOUN
Marc,NOUN,PROPN
Rizzo,PROPN,PROPN
yang,PROPN,PRON
juga,PRON,ADV
berasal,ADV,VERB
dari,VERB,ADP
Soulfly,ADP,PROPN
untuk,PROPN,ADP
bergabung,ADP,VERB
plus,VERB,NOUN
bassist,NOUN,NOUN
Joe,NOUN,PROPN
Duplantier,PROPN,PROPN
yang,PROPN,PRON
dikenal,PRON,VERB
sebagai,VERB,ADP
gitaris,ADP,NOUN
sekaligus,NOUN,CCONJ
vokalis,CCONJ,NOUN
di,NOUN,ADP
band,ADP,NOUN
metal,NOUN,ADJ
asal,ADJ,ADP
Prancis,ADP,PROPN
(koma),PROPN,PUNCT
Gojira,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(titik),PUNCT,PUNCT
(petikdua),NULL,PUNCT
Dua,PUNCT,NUM
buku,NUM,NOUN
yang,NOUN,PRON
sungguh,PRON,ADJ
indah,ADJ,ADJ
dan,ADJ,CCONJ
baru,CCONJ,ADJ
sekali,ADJ,ADV
dalam,ADV,ADP
cara,ADP,NOUN
menulis,NOUN,VERB
sejarah,VERB,NOUN
hidup,NOUN,ADJ
Muhammad,ADJ,PROPN
(koma),PROPN,PUNCT
yang,PUNCT,PRON
kemudian,PRON,ADV
dilanjutkan,ADV,VERB
dengan,VERB,ADP
studi,ADP,NOUN
lain,NOUN,ADJ
tentang,ADJ,ADP
Abu,ADP,PROPN
Bakr,PROPN,PROPN
dan,PROPN,CCONJ
Umar,CCONJ,PROPN
bin,PROPN,PROPN
Khattab,PROPN,PROPN
(titik),PROPN,PUNCT
Hampir,NULL,ADV
semua,ADV,DET
peserta,DET,NOUN
melaju,NOUN,VERB
ke,VERB,ADP
babak,ADP,NOUN
final,NOUN,NOUN
(koma),NOUN,PUNCT
kecuali,PUNCT,SCONJ
nama,SCONJ,NOUN
(kurang),NOUN,PUNCT
nama,PUNCT,NOUN
yang,NOUN,PRON
disebutkan,PRON,VERB
berikut,VERB,NOUN
ini,NOUN,DET
(titikdua),DET,PUNCT
Berikut,PUNCT,NOUN
ini,NOUN,DET
adalah,DET,AUX
anggota,AUX,NOUN
dari,NOUN,ADP
dewan,ADP,NOUN
juri,NOUN,NOUN
yang,NOUN,PRON
menilai,PRON,VERB
para,VERB,DET
peserta,DET,NOUN
(titikdua),NOUN,PUNCT
Ekaterina,PUNCT,PROPN
Ryabova,PROPN,PROPN
langsung,PROPN,ADV
melaju,ADV,VERB
ke,VERB,ADP
babak,ADP,NOUN
final,NOUN,NOUN
karena,NOUN,CCONJ
hanya,CCONJ,ADV
ada,ADV,VERB
13,VERB,NUM
peserta,NUM,NOUN
(koma),NOUN,PUNCT
dan,PUNCT,CCONJ
mendapatkan,CCONJ,VERB
urutan,VERB,NOUN
tampil,NOUN,VERB
pertama,VERB,ADJ
sebelum,ADJ,ADP
Latvia,ADP,PROPN
(titik),PROPN,PUNCT
Ia,NULL,PRON
belum,PRON,PART
pernah,PART,ADV
mendapat,ADV,VERB
kap,VERB,NOUN
(koma),NOUN,PUNCT
tetapi,PUNCT,SCONJ
telah,SCONJ,ADV
tampil,ADV,VERB
membela,VERB,VERB
sebanyak,VERB,ADP
empat,ADP,NUM
kali,NUM,NOUN
sejak,NOUN,ADP
2006,ADP,NUM
(titik),NUM,PUNCT
Kumari,NULL,PROPN
Kandam,PROPN,PROPN
kadang,PROPN,ADV
(kurang),ADV,PUNCT
kadang,PUNCT,ADV
juga,ADV,ADV
dihubungkan,ADV,VERB
dengan,VERB,ADP
Lemuria,ADP,PROPN
(titik),PROPN,PUNCT
Para,NULL,DET
rohaniwan,DET,NOUN
dari,NOUN,ADP
ordo,ADP,NOUN
ini,NOUN,DET
menyandang,DET,VERB
nama,VERB,NOUN
O,NOUN,PROPN
(titik),PROPN,PUNCT
Carm,PUNCT,PROPN
di,PROPN,ADP
belakang,ADP,NOUN
nama,NOUN,NOUN
mereka,NOUN,PRON
(titik),PRON,PUNCT
Campuran,NULL,NOUN
dari,NOUN,ADP
lagu,ADP,NOUN
yang,NOUN,PRON
direkam,PRON,VERB
dengan,VERB,ADP
penyanyi,ADP,NOUN
pop,NOUN,PROPN
Rihanna,PROPN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
dirilis,CCONJ,VERB
sebagai,VERB,ADP
single,ADP,NOUN
keempat,NOUN,NUM
dari,NUM,ADP
album,ADP,NOUN
instead,NOUN,PROPN
dari,PROPN,ADP
versi,ADP,NOUN
aslinya,NOUN,ADJ
(titik),ADJ,PUNCT
Album,NULL,NOUN
pertama,NOUN,ADJ
mereka,ADJ,PRON
(koma),PRON,PUNCT
Hujan,PUNCT,PROPN
Kali,PROPN,PROPN
Ini,PROPN,DET
(koma),DET,PUNCT
dirilis,PUNCT,VERB
pada,VERB,ADP
tahun,ADP,NOUN
2003,NOUN,NUM
(titik),NUM,PUNCT
Ia,NULL,PRON
harus,PRON,ADV
membaca,ADV,VERB
tulisan,VERB,NOUN
siapa,NOUN,NOUN
pun,NOUN,PART
(koma),PART,PUNCT
(petikdua),PUNCT,PUNCT
begitu,PUNCT,ADV
prinsip,ADV,NOUN
Marga,NOUN,PROPN
(titik),PROPN,PUNCT
Penampilan,NULL,NOUN
tersebut,NOUN,DET
menjadikannya,DET,VERB
sebagai,VERB,ADP
pemain,ADP,NOUN
timnas,NOUN,NOUN
senior,NOUN,ADJ
Jerman,ADJ,PROPN
termuda,PROPN,ADJ
yang,ADJ,PRON
pernah,PRON,ADV
tampil,ADV,VERB
sejak,VERB,ADP
Uwe,ADP,PROPN
Seeler,PROPN,PROPN
(titik),PROPN,PUNCT
Puteranya,NULL,NOUN
Theodoor,NOUN,PROPN
Hendrik,PROPN,PROPN
Joekes,PROPN,PROPN
kemudian,PROPN,ADV
menjadi,ADV,VERB
anggota,VERB,NOUN
parlemen,NOUN,NOUN
untuk,NOUN,ADP
Partai,ADP,PROPN
Kebebasan,PROPN,PROPN
dan,PROPN,CCONJ
Demokrasi,CCONJ,PROPN
Rakyat,PROPN,PROPN
(titik),PROPN,PUNCT
Printing,NULL,PROPN
Fakultas,PROPN,PROPN
Psikologi,PROPN,PROPN
Universitas,PROPN,PROPN
Sanata,PROPN,PROPN
Dharma,PROPN,PROPN
Pada,PROPN,ADP
saat,ADP,NOUN
ini,NOUN,DET
(koma),DET,PUNCT
Fakultas,PUNCT,PROPN
Psikologi,PROPN,PROPN
yang,PROPN,PRON
muncul,PRON,VERB
sejak,VERB,ADP
1996,ADP,NUM
telah,NUM,ADV
memiliki,ADV,VERB
akreditasi,VERB,NOUN
A,NOUN,PROPN
(titik),PROPN,PUNCT
Fakultas,PUNCT,PROPN
Psikologi,PROPN,PROPN
menjadi,PROPN,VERB
salah,VERB,DET
satu,DET,DET
jurusan,DET,NOUN
yang,NOUN,PRON
cukup,PRON,ADV
diunggulkan,ADV,VERB
di,VERB,ADP
Universitas,ADP,PROPN
Sanata,PROPN,PROPN
Dharma,PROPN,PROPN
(titik),PROPN,PUNCT
Setelah,NULL,ADP
melakukan,ADP,VERB
penyelidkian,VERB,NOUN
(koma),NOUN,PUNCT
mereka,PUNCT,PRON
mendapati,PRON,VERB
bahwa,VERB,ADP
terowongan,ADP,NOUN
tersebut,NOUN,DET
memiliki,DET,VERB
sejarah,VERB,NOUN
yang,NOUN,PRON
mengerikan,PRON,VERB
(titik),VERB,PUNCT
Fenomena,NULL,NOUN
ini,NOUN,DET
di,DET,ADP
satu,ADP,NUM
sisi,NUM,NOUN
menggembirakan,NOUN,VERB
karena,VERB,SCONJ
menunjukan,SCONJ,VERB
dinamika,VERB,NOUN
ekonomi,NOUN,NOUN
akar,NOUN,NOUN
rumput,NOUN,NOUN
(koma),NOUN,PUNCT
tapi,PUNCT,SCONJ
di,SCONJ,ADP
sisi,ADP,NOUN
lain,NOUN,ADJ
jika,ADJ,SCONJ
tidak,SCONJ,PART
dikelola,PART,VERB
dengan,VERB,ADP
baik,ADP,ADJ
akan,ADJ,ADV
menimbulkan,ADV,VERB
persoalan,VERB,NOUN
yang,NOUN,PRON
serius,PRON,ADJ
di,ADJ,ADP
sektor,ADP,NOUN
ketertiban,NOUN,NOUN
dan,NOUN,CCONJ
tata,CCONJ,NOUN
ruang,NOUN,NOUN
(titik),NOUN,PUNCT
Habitat,NULL,NOUN
di,NOUN,ADP
sawah,ADP,NOUN
(koma),NOUN,PUNCT
danau,PUNCT,NOUN
(koma),NOUN,PUNCT
rawa,PUNCT,NOUN
(koma),NOUN,PUNCT
lahan,PUNCT,NOUN
basah,NOUN,ADJ
dan,ADJ,CCONJ
padang,CCONJ,NOUN
rumput,NOUN,NOUN
(titik),NOUN,PUNCT
Sejak,NULL,ADP
tahun,ADP,NOUN
2005,NOUN,NUM
Brinkmann,NUM,PROPN
dan,PROPN,CCONJ
Walfield,CCONJ,PROPN
mulai,PROPN,VERB
meneliti,VERB,VERB
Coyotos,VERB,PROPN
sebagai,PROPN,ADP
baru,ADP,ADJ
untuk,ADJ,ADP
HURD,ADP,PROPN
(titik),PROPN,PUNCT
Di,PUNCT,ADP
tahun,ADP,NOUN
2006,NOUN,NUM
(koma),NUM,PUNCT
Brinkmann,PUNCT,PROPN
bertemu,PROPN,VERB
dengan,VERB,ADP
Jonathan,ADP,PROPN
Shapiro,PROPN,PROPN
(bukakurung),PROPN,PUNCT
seorang,PUNCT,DET
arsitek,DET,NOUN
utama,NOUN,ADJ
Sistem,ADJ,PROPN
Operasi,PROPN,PROPN
Coyotos,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
untuk,PUNCT,ADP
membantu,ADP,VERB
dan,VERB,CCONJ
mendiskusikan,CCONJ,VERB
penggunaan,VERB,NOUN
kernel,NOUN,NOUN
Coyotos,NOUN,PROPN
untuk,PROPN,ADP
GNU,ADP,PROPN
(slice),PROPN,SYM
Hurd,SYM,PROPN
(titik),PROPN,PUNCT
Dalam,PUNCT,ADP
diskusi,ADP,NOUN
lebih,NOUN,ADV
lanjut,ADV,ADJ
pengembang,ADJ,NOUN
HURD,NOUN,PROPN
menyadari,PROPN,VERB
bahwa,VERB,ADP
Coyotos,ADP,PROPN
(bukakurung),PROPN,PUNCT
serta,PUNCT,CCONJ
kernel,CCONJ,NOUN
lain,NOUN,ADJ
yang,ADJ,PRON
serupa,PRON,ADJ
(tutupkurung),ADJ,PUNCT
tidak,PUNCT,PART
cocok,PART,ADJ
untuk,ADJ,ADP
HURD,ADP,PROPN
(titik),PROPN,PUNCT
Pada,PUNCT,ADP
tahun,ADP,NOUN
2007,NOUN,NUM
(koma),NUM,PUNCT
pengembang,PUNCT,NOUN
Hurd,NOUN,PROPN
Neal,PROPN,PROPN
Walfield,PROPN,PROPN
dan,PROPN,CCONJ
Marcus,CCONJ,PROPN
Brinkmann,PROPN,PROPN
memberikan,PROPN,VERB
kritik,VERB,NOUN
tentang,NOUN,ADP
arsitektur,ADP,NOUN
Hurd,NOUN,PROPN
(koma),PROPN,PUNCT
yang,PUNCT,PRON
dikenal,PRON,VERB
sebagai,VERB,ADP
(petikdua),ADP,PUNCT
kritik,PUNCT,NOUN
(petikdua),NOUN,PUNCT
(koma),PUNCT,PUNCT
dan,PUNCT,CCONJ
proposal,CCONJ,NOUN
untuk,NOUN,ADP
bagaimana,ADP,NOUN
sistem,NOUN,NOUN
masa,NOUN,NOUN
depan,NOUN,ADJ
dapat,ADJ,ADV
dirancang,ADV,VERB
(koma),VERB,PUNCT
dikenal,PUNCT,VERB
sebagai,VERB,ADP
(petikdua),ADP,PUNCT
kertas,PUNCT,NOUN
posisi,NOUN,NOUN
(petikdua),NOUN,PUNCT
(titik),PUNCT,PUNCT
Broadband,NULL,PROPN
UKM,PROPN,PROPN
memiliki,PROPN,VERB
kecepatan,VERB,NOUN
upto,NOUN,ADV
2048,ADV,NUM
Kbps,NUM,PROPN
(koma),PROPN,PUNCT
dimana,PUNCT,ADP
akses,ADP,NOUN
tersebut,NOUN,DET
menggunakan,DET,VERB
teknologi,VERB,NOUN
wireless,NOUN,ADJ
(bukakurung),ADJ,PUNCT
tidak,PUNCT,PART
menggunakan,PART,VERB
line,VERB,NOUN
telepon,NOUN,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Broadband,PUNCT,PROPN
UKM,PROPN,PROPN
ini,PROPN,DET
terbagi,DET,VERB
atas,VERB,ADP
dua,ADP,NUM
jenis,NUM,NOUN
layanan,NOUN,NOUN
yaitu,NOUN,ADV
(titikdua),ADV,PUNCT
1,PUNCT,NUM
(titik),NUM,PUNCT
Saat,NULL,NOUN
ini,NOUN,DET
sudah,DET,ADV
ada,ADV,VERB
alat,VERB,NOUN
pembedahan,NOUN,NOUN
minimal,NOUN,ADJ
invasif,ADJ,ADJ
yang,ADJ,PRON
dilakukan,PRON,VERB
hanya,VERB,ADV
dengan,ADV,ADP
membuat,ADP,VERB
sayatan,VERB,NOUN
kecil,NOUN,ADJ
pada,ADJ,ADP
kulit,ADP,NOUN
untuk,NOUN,ADP
melakukan,ADP,VERB
tindakan,VERB,NOUN
pembedahan,NOUN,NOUN
(koma),NOUN,PUNCT
ada,PUNCT,VERB
juga,VERB,ADV
pembedahan,ADV,NOUN
oleh,NOUN,ADP
robotik,ADP,NOUN
(bukakurung),NOUN,PUNCT
Da,PUNCT,PROPN
Vinci,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Alat,PUNCT,PROPN
bedah,PROPN,VERB
terdiri,VERB,VERB
dari,VERB,ADP
dompet,ADP,NOUN
kulit,NOUN,NOUN
yang,NOUN,PRON
berisi,PRON,VERB
alat,VERB,NOUN
(kurang),NOUN,PUNCT
alat,PUNCT,NOUN
sebagai,NOUN,ADP
berikut,ADP,ADV
(titikdua),ADV,PUNCT
Alat,PUNCT,PROPN
(kurang),PROPN,PUNCT
alat,PUNCT,NOUN
yang,NOUN,PRON
sudah,PRON,ADV
selesai,ADV,ADJ
digunakan,ADJ,VERB
harus,VERB,ADV
dicuci,ADV,VERB
bersih,VERB,ADJ
dan,ADJ,CCONJ
disuci,CCONJ,VERB
hamakan,VERB,NOUN
dengan,NOUN,ADP
alkohol,ADP,NOUN
atau,NOUN,CCONJ
disinfektan,CCONJ,NOUN
lainnya,NOUN,ADJ
(titik),ADJ,PUNCT
DKI,NULL,PROPN
Jakarta,PROPN,PROPN
menghasilkan,PROPN,VERB
6000,VERB,NUM
ton,NUM,NOUN
sampah,NOUN,NOUN
setiap,NOUN,DET
harinya,DET,NOUN
(koma),NOUN,PUNCT
di,PUNCT,ADP
mana,ADP,NOUN
sekitar,NOUN,ADP
65,ADP,NUM
(persen),NUM,SYM
(kurang),SYM,PUNCT
nya,PUNCT,PRON
adalah,PRON,AUX
sampah,AUX,NOUN
organik,NOUN,ADJ
(titik),ADJ,PUNCT
Liga,NULL,PROPN
Eropa,PROPN,PROPN
UEFA,PROPN,PROPN
2009,PROPN,NUM
(kurang),NUM,PUNCT
10,PUNCT,NUM
adalah,NUM,AUX
musim,AUX,NOUN
pertama,NOUN,ADJ
Liga,ADJ,PROPN
Eropa,PROPN,PROPN
UEFA,PROPN,PROPN
(koma),PROPN,PUNCT
di,PUNCT,ADP
mana,ADP,NOUN
musim,NOUN,NOUN
sebelumnya,NOUN,ADV
dikenal,ADV,VERB
dengan,VERB,ADP
nama,ADP,NOUN
Piala,NOUN,PROPN
UEFA,PROPN,PROPN
yang,PROPN,PRON
telah,PRON,ADV
ada,ADV,VERB
selama,VERB,ADP
38,ADP,NUM
tahun,NUM,NOUN
(titik),NOUN,PUNCT
Bandar,NULL,PROPN
Karya,PROPN,PROPN
adalah,PROPN,AUX
salah,AUX,ADV
satu,ADV,NUM
desa,NUM,NOUN
di,NOUN,ADP
wilayah,ADP,NOUN
kecamatan,NOUN,NOUN
Tabukan,NOUN,PROPN
(koma),PROPN,PUNCT
Kabupaten,PUNCT,PROPN
Barito,PROPN,PROPN
Kuala,PROPN,PROPN
(koma),PROPN,PUNCT
Provinsi,PUNCT,PROPN
Kalimantan,PROPN,PROPN
Selatan,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Setelah,NULL,ADP
film,ADP,NOUN
(tanya),NOUN,PUNCT
Namun,NULL,SCONJ
dalam,SCONJ,ADP
pertarungan,ADP,NOUN
tersebut,NOUN,DET
mereka,DET,PRON
kalah,PRON,VERB
oleh,VERB,ADP
pasangan,ADP,NOUN
H,NOUN,NOUN
(titik),NOUN,PUNCT
Muhammad,PUNCT,PROPN
Sani,PROPN,PROPN
(kurang),PROPN,PUNCT
Soerya,PUNCT,PROPN
Respationo,PROPN,PROPN
yang,PROPN,PRON
diusung,PRON,VERB
PDI,VERB,PROPN
Perjuangan,PROPN,PROPN
(titik),PROPN,PUNCT
Perry,NULL,PROPN
dan,PROPN,CCONJ
Snoop,CCONJ,PROPN
Dogg,PROPN,PROPN
menampilkan,PROPN,VERB
(petikdua),VERB,PUNCT
California,PUNCT,PROPN
Gurls,PROPN,PROPN
(petikdua),PROPN,PUNCT
di,PUNCT,ADP
MTV,ADP,PROPN
Movie,PROPN,PROPN
Awards,PROPN,PROPN
pada,PROPN,ADP
bulan,ADP,NOUN
Juni,NOUN,PROPN
2010,PROPN,NUM
(titik),NUM,PUNCT
Strategi,NULL,NOUN
ekonomi,NOUN,NOUN
Indonesia,NOUN,PROPN
itu,PROPN,DET
apa,DET,NOUN
