@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_word string
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
bermain,Ia,VERB
sebagai,bermain,ADP
Kiper,sebagai,NOUN
(titik),Kiper,PUNCT
Mereka,NULL,PRON
berkata,Mereka,VERB
kepada,berkata,ADP
Nabi,kepada,PROPN
Yunus,Nabi,PROPN
(titikdua),Yunus,PUNCT
``,(titikdua),PUNCT
Apakah,``,NOUN
kata-kata,Apakah,NOUN
yang,kata-kata,PRON
engkau,yang,PRON
ucapkan,engkau,VERB
itu,ucapkan,DET
dan,itu,CCONJ
kedustaan,dan,NOUN
apakah,kedustaan,ADV
yang,apakah,PRON
engkau,yang,PRON
anjurkan,engkau,VERB
kepada,anjurkan,ADP
kami,kepada,PRON
tentang,kami,ADP
agama,tentang,NOUN
barumu,agama,ADJ
itu,barumu,DET
(tanya),itu,PUNCT
Ia,NULL,PRON
juga,Ia,ADV
ikut,juga,VERB
mendirikan,ikut,VERB
sekolah,mendirikan,NOUN
swasta,sekolah,ADJ
untuk,swasta,ADP
ilustrasi,untuk,NOUN
di,ilustrasi,ADP
Munich,di,PROPN
(koma),Munich,PUNCT
pada,(koma),ADP
tahun,pada,NOUN
1911,tahun,NUM
(titik),1911,PUNCT
Sektor,NULL,PROPN
industri,Sektor,PROPN
menjadi,industri,VERB
pilihan,menjadi,NOUN
kedua,pilihan,NUM
untuk,kedua,ADP
dikembangkan,untuk,VERB
di,dikembangkan,ADP
Kabupaten,di,PROPN
Bantaeng,Kabupaten,PROPN
yang,Bantaeng,PRON
dari,yang,ADP
tahun,dari,NOUN
ke,tahun,ADP
tahun,ke,NOUN
mengalami,tahun,VERB
peningkatan,mengalami,NOUN
(titik),peningkatan,PUNCT
Mario,NULL,PROPN
Molina,Mario,PROPN
juga,Molina,ADV
adalah,juga,AUX
seorang,adalah,DET
profesor,seorang,NOUN
di,profesor,ADP
Institut,di,PROPN
Teknologi,Institut,PROPN
Massachusetts,Teknologi,PROPN
Boston,Massachusetts,PROPN
(koma),Boston,PUNCT
Amerika,(koma),PROPN
Serikat,Amerika,PROPN
dan,Serikat,CCONJ
giat,dan,VERB
dalam,giat,ADP
usaha,dalam,NOUN
untuk,usaha,ADP
menyelamatkan,untuk,VERB
alam,menyelamatkan,NOUN
sekitar,alam,DET
(titik),sekitar,PUNCT
VANO,NULL,PROPN
segera,VANO,ADV
melarikan,segera,VERB
LARA,melarikan,PROPN
ke,LARA,ADP
rumah,ke,NOUN
sakit,rumah,ADJ
(titik),sakit,PUNCT
Situs,NULL,PROPN
kritik,Situs,NOUN
film,kritik,NOUN
Rotten,film,PROPN
Tomatoes,Rotten,PROPN
melaporkan,Tomatoes,VERB
Titanic,melaporkan,NOUN
memperoleh,Titanic,VERB
88,memperoleh,NUM
(persen),88,SYM
(petikdua),(persen),PUNCT
Certified,(petikdua),PROPN
Fresh,Certified,PROPN
(petikdua),Fresh,PUNCT
dari,(petikdua),ADP
total,dari,NOUN
161,total,NUM
ulasan,161,NOUN
dengan,ulasan,ADP
rating,dengan,NOUN
rata,rating,ADV
(kurang),rata,PUNCT
rata,(kurang),ADV
7.8,rata,NUM
(slice),7.8,SYM
10,(slice),NUM
(titik),10,PUNCT
Jerman,NULL,PROPN
telah,Jerman,ADV
kehilangan,telah,VERB
Budapest,kehilangan,PROPN
dan,Budapest,CCONJ
beberapa,dan,DET
negara,beberapa,NOUN
seperti,negara,ADP
Hungaria,seperti,PROPN
(koma),Hungaria,PUNCT
lalu,(koma),SCONJ
Rumania,lalu,PROPN
dan,Rumania,CCONJ
Bulgaria,dan,PROPN
dipaksa,Bulgaria,VERB
untuk,dipaksa,ADP
menyerah,untuk,VERB
dan,menyerah,CCONJ
mengumumkan,dan,VERB
perang,mengumumkan,NOUN
terhadap,perang,ADP
Jerman,terhadap,PROPN
(koma),Jerman,PUNCT
serta,(koma),CCONJ
akses,serta,NOUN
ke,akses,ADP
Polandia,ke,PROPN
telah,Polandia,ADV
terbuka,telah,VERB
bagi,terbuka,ADP
Tentara,bagi,PROPN
Merah,Tentara,PROPN
(titik),Merah,PUNCT
Hingga,NULL,ADP
akhir,Hingga,NOUN
musim,akhir,NOUN
ia,musim,PRON
berhasil,ia,VERB
membuat,berhasil,VERB
10,membuat,NUM
gol,10,NOUN
dari,gol,ADP
30,dari,NUM
kali,30,NOUN
penampilan,kali,NOUN
di,penampilan,ADP
Liga,di,PROPN
Primer,Liga,PROPN
dan,Primer,CCONJ
membawa,dan,VERB
Chelsea,membawa,PROPN
meraih,Chelsea,VERB
gelar,meraih,NOUN
juara,gelar,NOUN
Liga,juara,PROPN
Primer,Liga,PROPN
Inggris,Primer,PROPN
(titik),Inggris,PUNCT
Bunga,NULL,NOUN
kacang,Bunga,NOUN
bogor,kacang,PROPN
termasuk,bogor,VERB
bunga,termasuk,NOUN
tipe,bunga,NOUN
kupu,tipe,NOUN
(kurang),kupu,PUNCT
kupu,(kurang),NOUN
(titik),kupu,PUNCT
Mereka,NULL,PRON
adalah,Mereka,AUX
(titikdua),adalah,PUNCT
Audisi,(titikdua),PROPN
berlangsung,Audisi,VERB
di,berlangsung,ADP
6,di,NUM
kota,6,NOUN
besar,kota,ADJ
di,besar,ADP
Indonesia,di,PROPN
(koma),Indonesia,PUNCT
yaitu,(koma),SCONJ
Jakarta,yaitu,PROPN
&amp;,Jakarta,SYM
Medan,&amp;,PROPN
26,Medan,NUM
(kurang),26,PUNCT
27,(kurang),NUM
Juni,27,PROPN
(koma),Juni,PUNCT
Bandung,(koma),PROPN
&amp;,Bandung,SYM
Manado,&amp;,PROPN
3,Manado,NUM
(kurang),3,PUNCT
4,(kurang),NUM
Juli,4,PROPN
dan,Juli,CCONJ
berakhir,dan,VERB
di,berakhir,ADP
Surabaya,di,PROPN
&amp;,Surabaya,SYM
Yogyakarta,&amp;,PROPN
10,Yogyakarta,NUM
(kurang),10,PUNCT
11,(kurang),NUM
Juli,11,PROPN
(titik),Juli,PUNCT
Para,(titik),DET
calon,Para,NOUN
kontestan,calon,NOUN
Miss,kontestan,PROPN
Celebrity,Miss,PROPN
harus,Celebrity,ADV
berumur,harus,VERB
di,berumur,ADP
antara,di,NOUN
16,antara,NUM
sampai,16,ADP
dengan,sampai,ADP
23,dengan,NUM
tahun,23,NOUN
(titik),tahun,PUNCT
Sejumlah,NULL,DET
besar,Sejumlah,ADJ
penderita,besar,NOUN
meninggal,penderita,VERB
karena,meninggal,CCONJ
tidak,karena,ADV
dapat,tidak,ADV
menggerakkan,dapat,VERB
otot,menggerakkan,NOUN
pernapasan,otot,NOUN
(titik),pernapasan,PUNCT
West,NULL,PROPN
Sussex,West,PROPN
merupakan,Sussex,VERB
sebuah,merupakan,DET
county,sebuah,NOUN
di,county,ADP
Inggris,di,NOUN
yang,Inggris,PRON
memiliki,yang,VERB
luas,memiliki,NOUN
wilayah,luas,NOUN
1.991,wilayah,NUM
km&amp;sup2,1.991,NUM
(titikkoma),km&amp;sup2,PUNCT
dan,(titikkoma),CCONJ
populasi,dan,NOUN
764.300,populasi,NUM
jiwa,764.300,NOUN
(bukakurung),jiwa,PUNCT
2005,(bukakurung),NUM
(tutupkurung),2005,PUNCT
(titik),(tutupkurung),PUNCT
Bandara,NULL,NOUN
Internasional,Bandara,ADJ
Chiang,Internasional,PROPN
Mai,Chiang,PROPN
(bukakurung),Mai,PUNCT
(tutupkurung),(bukakurung),PUNCT
adalah,(tutupkurung),AUX
bandara,adalah,NOUN
terbesar,bandara,ADJ
di,terbesar,ADP
Thailand,di,PROPN
Utara,Thailand,PROPN
(koma),Utara,PUNCT
melayani,(koma),VERB
daerah,melayani,NOUN
Chiang,daerah,PROPN
Mai,Chiang,PROPN
dan,Mai,CCONJ
sekitarnya,dan,NOUN
(titik),sekitarnya,PUNCT
Sang,NULL,DET
ibu,Sang,NOUN
adalah,ibu,AUX
perias,adalah,NOUN
pengantin,perias,NOUN
yang,pengantin,PRON
kadang,yang,ADV
(kurang),kadang,PUNCT
kadang,(kurang),ADV
berjualan,kadang,VERB
kue,berjualan,NOUN
jika,kue,SCONJ
sedang,jika,ADV
sepi,sedang,VERB
order,sepi,NOUN
atau,order,CCONJ
menjahit,atau,VERB
baju,menjahit,NOUN
muslim,baju,NOUN
serta,muslim,CCONJ
membuka,serta,VERB
warung,membuka,NOUN
kelontong,warung,NOUN
di,kelontong,ADP
rumahnya,di,NOUN
(titik),rumahnya,PUNCT
Namun,NULL,SCONJ
berdasarkan,Namun,ADP
pengalaman,berdasarkan,NOUN
yang,pengalaman,PRON
ada,yang,VERB
membuktikan,ada,VERB
sebaliknya,membuktikan,ADV
(koma),sebaliknya,PUNCT
karena,(koma),SCONJ
terdapat,karena,VERB
lebih,terdapat,ADV
banyak,lebih,ADV
hari,banyak,NOUN
libur,hari,ADJ
resmi,libur,ADJ
dan,resmi,CCONJ
waktu,dan,NOUN
yang,waktu,PRON
lebih,yang,ADV
lama,lebih,ADJ
yang,lama,PRON
dibutuhkan,yang,VERB
untuk,dibutuhkan,ADP
masa,untuk,NOUN
ujian,masa,NOUN
dan,ujian,CCONJ
persiapan,dan,NOUN
yang,persiapan,PRON
diperlukan,yang,VERB
(koma),diperlukan,PUNCT
sehingga,(koma),SCONJ
waktu,sehingga,NOUN
efektifnya,waktu,ADJ
turun,efektifnya,VERB
sekitar,turun,ADP
20,sekitar,NUM
(persen),20,SYM
(titik),(persen),PUNCT
Supaya,(titik),ADP
materi,Supaya,NOUN
pelajaran,materi,NOUN
tetap,pelajaran,ADV
setara,tetap,ADJ
dengan,setara,ADP
yang,dengan,PRON
diberikan,yang,VERB
di,diberikan,ADP
TH,di,PROPN
Delft,TH,PROPN
(koma),Delft,PUNCT
sehingga,(koma),SCONJ
perlu,sehingga,ADV
dipacu,perlu,VERB
dengan,dipacu,ADP
keras,dengan,ADJ
(koma),keras,PUNCT
terutama,(koma),ADV
dalam,terutama,ADP
praktek,dalam,NOUN
menggambar,praktek,VERB
yang,menggambar,PRON
merupakan,yang,VERB
bagian,merupakan,NOUN
tak,bagian,PART
terpisahkan,tak,VERB
dari,terpisahkan,ADP
program,dari,NOUN
studi,program,NOUN
keinsinyuran,studi,NOUN
(titik),keinsinyuran,PUNCT
Pasukan,NULL,PROPN
Fukushima,Pasukan,PROPN
yang,Fukushima,PRON
terdiri,yang,VERB
dari,terdiri,ADP
6.000,dari,NUM
prajurit,6.000,NOUN
dan,prajurit,CCONJ
pasukan,dan,NOUN
Ukita,pasukan,PROPN
yang,Ukita,PRON
terdiri,yang,VERB
dari,terdiri,ADP
17.000,dari,NUM
prajurit,17.000,NOUN
saling,prajurit,ADV
desak,saling,VERB
dan,desak,CCONJ
saling,dan,ADV
bunuh,saling,VERB
tanpa,bunuh,ADP
bisa,tanpa,ADV
maju,bisa,VERB
selangkah,maju,NOUN
pun,selangkah,PART
juga,pun,ADV
(titik),juga,PUNCT
Chaplin,NULL,PROPN
dan,Chaplin,CCONJ
Oona,dan,PROPN
ternyata,Oona,ADV
saling,ternyata,ADV
akur,saling,ADJ
(koma),akur,PUNCT
Oona,(koma),PROPN
merindukan,Oona,VERB
cinta,merindukan,NOUN
laki,cinta,NOUN
(kurang),laki,PUNCT
laki,(kurang),NOUN
dengan,laki,ADP
sosok,dengan,NOUN
kebapakan,sosok,NOUN
(koma),kebapakan,PUNCT
sebaliknya,(koma),SCONJ
Chaplin,sebaliknya,PROPN
haus,Chaplin,VERB
kesetiaan,haus,NOUN
seorang,kesetiaan,DET
wanita,seorang,NOUN
muda,wanita,ADJ
(titik),muda,PUNCT
Dharma,NULL,PROPN
Oratmangun,Dharma,PROPN
pernah,Oratmangun,ADV
menjadi,pernah,VERB
Juara,menjadi,NOUN
I,Juara,NUM
Festival,I,PROPN
Musik,Festival,PROPN
Pop,Musik,PROPN
Indonesia,Pop,PROPN
(titik),Indonesia,PUNCT
Sejumlah,NULL,DET
24,Sejumlah,NUM
episode,24,NOUN
diproduksi,episode,VERB
untuk,diproduksi,ADP
seri,untuk,NOUN
televisi,seri,NOUN
ini,televisi,DET
(titik),ini,PUNCT
Sebagian,NULL,DET
dari,Sebagian,ADP
ucapan,dari,NOUN
(kurang),ucapan,PUNCT
ucapan,(kurang),NOUN
itu,ucapan,DET
ditemukan,itu,VERB
dalam,ditemukan,ADP
keempat,dalam,NUM
Injil,keempat,PROPN
kanonik,Injil,ADJ
(bukakurung),kanonik,PUNCT
Injil,(bukakurung),NOUN
Matius,Injil,PROPN
(koma),Matius,PUNCT
Injil,(koma),NOUN
Markus,Injil,PROPN
(koma),Markus,PUNCT
Injil,(koma),NOUN
Lukas,Injil,PROPN
(koma),Lukas,PUNCT
dan,(koma),CCONJ
Injil,dan,NOUN
Yohanes,Injil,PROPN
(tutupkurung),Yohanes,PUNCT
(koma),(tutupkurung),PUNCT
namun,(koma),SCONJ
ucapan,namun,NOUN
(kurang),ucapan,PUNCT
ucapan,(kurang),NOUN
yang,ucapan,PRON
lainnya,yang,ADJ
tidak,lainnya,PART
dikenal,tidak,VERB
sebelum,dikenal,ADP
penemuan,sebelum,NOUN
naskah,penemuan,NOUN
ini,naskah,DET
(titik),ini,PUNCT
Telkomsel,NULL,PROPN
dan,Telkomsel,CCONJ
Indosat,dan,PROPN
memperoleh,Indosat,VERB
lisensi,memperoleh,NOUN
sebagai,lisensi,ADP
operator,sebagai,NOUN
GSM,operator,PROPN
1800,GSM,NUM
nasional,1800,ADJ
sesuai,nasional,ADP
amanat,sesuai,NOUN
Undang,amanat,NOUN
(kurang),Undang,PUNCT
undang,(kurang),NOUN
Telekomunikasi,undang,PROPN
No,Telekomunikasi,PROPN
(titik),No,PUNCT
36,(titik),NUM
(slice),36,SYM
1999,(slice),NUM
(titik),1999,PUNCT
Di,NULL,ADP
dalam,Di,ADP
matematika,dalam,NOUN
(koma),matematika,PUNCT
geometri,(koma),NOUN
projektif,geometri,ADJ
adalah,projektif,AUX
kajian,adalah,NOUN
sifat,kajian,NOUN
(kurang),sifat,PUNCT
sifat,(kurang),NOUN
geometris,sifat,ADJ
yang,geometris,PRON
invarian,yang,ADJ
di,invarian,ADP
bawah,di,NOUN
transformasi,bawah,NOUN
projektif,transformasi,ADJ
(titik),projektif,PUNCT
Kembali,NULL,VERB
di,Kembali,ADP
Belanda,di,PROPN
(koma),Belanda,PUNCT
Sneevliet,(koma),PROPN
agak,Sneevliet,ADV
tersingkirkan,agak,VERB
oleh,tersingkirkan,ADP
pimpinan,oleh,NOUN
CPH,pimpinan,PROPN
(koma),CPH,PUNCT
yang,(koma),PRON
mengkritik,yang,VERB
taktiknya,mengkritik,NOUN
di,taktiknya,ADP
Hindia,di,PROPN
Belanda,Hindia,PROPN
(titik),Belanda,PUNCT
Terdapat,NULL,VERB
beberapa,Terdapat,DET
hubungan,beberapa,NOUN
energi,hubungan,NOUN
bebas,energi,ADJ
linear,bebas,ADJ
yang,linear,PRON
digunakan,yang,VERB
untuk,digunakan,ADP
mengkuantitaskan,untuk,VERB
efek,mengkuantitaskan,NOUN
(kurang),efek,PUNCT
efek,(kurang),NOUN
ini,efek,DET
(titik),ini,PUNCT
Kelompok,NULL,PROPN
Chelicerata,Kelompok,PROPN
ini,Chelicerata,DET
dikenal,ini,VERB
karena,dikenal,SCONJ
anggotanya,karena,NOUN
mempunya,anggotanya,VERB
alat,mempunya,NOUN
mulut,alat,NOUN
berupa,mulut,VERB
chelicera,berupa,NOUN
yang,chelicera,PRON
terdiri,yang,VERB
dari,terdiri,ADP
dua,dari,NUM
segmen,dua,NOUN
(titik),segmen,PUNCT
Sebaliknya,NULL,ADV
saya,Sebaliknya,PRON
bertanya,saya,VERB
mengapa,bertanya,ADV
kamu,mengapa,PRON
tidak,kamu,PART
berkabung,tidak,ADJ
bagi-Nya,berkabung,ADP
di,bagi-Nya,ADP
tempat,di,NOUN
ini,tempat,DET
(tanya),ini,PUNCT
Lee,NULL,PROPN
Byung,Lee,PROPN
(kurang),Byung,PUNCT
chull,(kurang),NOUN
menggunakan,chull,VERB
warisannya,menggunakan,NOUN
untuk,warisannya,ADP
membuka,untuk,NOUN
penggilingan,membuka,NOUN
padi,penggilingan,NOUN
untuk,padi,ADP
usaha,untuk,NOUN
yang,usaha,PRON
pertama,yang,ADJ
(titik),pertama,PUNCT
Upaya,NULL,NOUN
tersebut,Upaya,DET
akhirnya,tersebut,ADV
membuahkan,akhirnya,VERB
hasil,membuahkan,NOUN
dengan,hasil,ADP
disepakatinya,dengan,NOUN
kontrak,disepakatinya,NOUN
penjualan,kontrak,NOUN
LNG,penjualan,PROPN
terhadap,LNG,ADP
lima,terhadap,NUM
perusahaan,lima,NOUN
Jepang,perusahaan,PROPN
(titikdua),Jepang,PUNCT
Chubu,(titikdua),PROPN
Electric,Chubu,PROPN
Co,Electric,PROPN
(titik),Co,PUNCT
(koma),(titik),PUNCT
Kansai,(koma),PROPN
Electric,Kansai,PROPN
Power,Electric,PROPN
Co,Power,PROPN
(titik),Co,PUNCT
(koma),(titik),PUNCT
Kyushu,(koma),PROPN
Electric,Kyushu,PROPN
Power,Electric,PROPN
Co,Power,PROPN
(titik),Co,PUNCT
(koma),(titik),PUNCT
Nippon,(koma),PROPN
Steel,Nippon,PROPN
Corp,Steel,PROPN
dan,Corp,CCONJ
Osaka,dan,PROPN
Gas,Osaka,PROPN
Co,Gas,PROPN
(titik),Co,PUNCT
Ltd,(titik),PROPN
(koma),Ltd,PUNCT
pada,(koma),ADP
tanggal,pada,NOUN
5,tanggal,NUM
Desember,5,PROPN
1973,Desember,NUM
yang,1973,PRON
dikenal,yang,VERB
dengan,dikenal,ADP
“,dengan,PUNCT
The,“,PROPN
1973,The,NUM
Contract,1973,PROPN
”,Contract,PUNCT
(titik),”,PUNCT
26,(titik),NUM
November,26,PROPN
1974,November,NUM
(koma),1974,PUNCT
didirikan,(koma),VERB
perusahaan,didirikan,NOUN
PT,perusahaan,PROPN
Badak,PT,PROPN
NGL,Badak,PROPN
dengan,NGL,ADP
pemegang,dengan,VERB
sahamnya,pemegang,NOUN
adalah,sahamnya,AUX
Pertamina,adalah,NOUN
(koma),Pertamina,PUNCT
VICO,(koma),PROPN
dan,VICO,CCONJ
JILCO,dan,PROPN
(titik),JILCO,PUNCT
Permainan,NULL,NOUN
ini,Permainan,DET
terdiri,ini,VERB
atas,terdiri,ADP
6,atas,NUM
tingkat,6,NOUN
yang,tingkat,PRON
pada,yang,ADP
setiap,pada,DET
tingkatnya,setiap,NOUN
diakhiri,tingkatnya,VERB
dengan,diakhiri,ADP
karakter,dengan,NOUN
bos,karakter,NOUN
(titik),bos,PUNCT
PBB,NULL,PROPN
mendeklarasikan,PBB,VERB
partainya,mendeklarasikan,NOUN
sebagai,partainya,ADP
keluarga,sebagai,NOUN
besar,keluarga,ADJ
pendukung,besar,NOUN
Masyumi,pendukung,PROPN
(titik),Masyumi,PUNCT
Kebanyakan,NULL,DET
bagunan,Kebanyakan,NOUN
di,bagunan,ADP
sana,di,NOUN
dibangun,sana,VERB
pada,dibangun,ADP
masa,pada,NOUN
pendudukan,masa,NOUN
Indonesia,pendudukan,PROPN
(koma),Indonesia,PUNCT
namun,(koma),SCONJ
sebagian,namun,NOUN
besar,sebagian,ADJ
dihancurkan,besar,VERB
oleh,dihancurkan,ADP
kerusuhan,oleh,NOUN
milisi,kerusuhan,NOUN
dan,milisi,CCONJ
serangan,dan,NOUN
(kurang),serangan,PUNCT
serangan,(kurang),NOUN
penuh,serangan,ADJ
kekerasan,penuh,NOUN
sebelum,kekerasan,ADV
dan,sebelum,CCONJ
sesudah,dan,ADV
referendum,sesudah,NOUN
pada,referendum,ADP
1999,pada,NUM
(titik),1999,PUNCT
Semester,NULL,PROPN
pertama,Semester,NUM
di,pertama,ADP
universitas,di,PROPN
Berlin,universitas,PROPN
yang,Berlin,PRON
baru,yang,ADJ
saja,baru,ADV
didirikan,saja,VERB
adalah,didirikan,AUX
pada,adalah,ADP
1810,pada,NUM
(koma),1810,PUNCT
dengan,(koma),ADP
256,dengan,NUM
mahasiswa,256,NOUN
dan,mahasiswa,CCONJ
52,dan,NUM
dosen,52,NOUN
di,dosen,ADP
fakultas,di,NOUN
hukum,fakultas,NOUN
(koma),hukum,PUNCT
kedokteran,(koma),NOUN
(koma),kedokteran,PUNCT
teologi,(koma),NOUN
(koma),teologi,PUNCT
dan,(koma),CCONJ
filsafat,dan,NOUN
di,filsafat,ADP
bawah,di,NOUN
rektor,bawah,NOUN
Theodor,rektor,PROPN
Schmalz,Theodor,PROPN
(titik),Schmalz,PUNCT
Hal,NULL,NOUN
ini,Hal,DET
juga,ini,ADV
dapat,juga,ADV
mempengaruhi,dapat,VERB
babi,mempengaruhi,NOUN
(koma),babi,PUNCT
kuda,(koma),NOUN
(koma),kuda,PUNCT
dan,(koma),CCONJ
anjing,dan,NOUN
(koma),anjing,PUNCT
dan,(koma),CCONJ
kurang,dan,ADV
sering,kurang,ADV
binatang,sering,NOUN
liar,binatang,NOUN
dan,liar,CCONJ
domba,dan,NOUN
(titik),domba,PUNCT
Di,NULL,ADP
masa,Di,NOUN
lalu,masa,ADJ
umumnya,lalu,ADV
para,umumnya,DET
nelayan,para,NOUN
hanya,nelayan,ADV
tinggal,hanya,VERB
untuk,tinggal,ADP
sementara,untuk,ADV
(titik),sementara,PUNCT
Sungai,NULL,PROPN
ini,Sungai,DET
merupakan,ini,VERB
sumber,merupakan,NOUN
air,sumber,NOUN
bersih,air,ADJ
di,bersih,ADP
dua,di,NUM
negara,dua,NOUN
tersebut,negara,DET
(titik),tersebut,PUNCT
Semua,NULL,DET
lagu,Semua,NOUN
kecuali,lagu,ADP
satu,kecuali,NUM
ditulis,satu,VERB
oleh,ditulis,ADP
Guruh,oleh,PROPN
Sukarnoputra,Guruh,PROPN
(titikkoma),Sukarnoputra,PUNCT
album,(titikkoma),NOUN
ini,album,DET
juga,ini,ADV
memuat,juga,VERB
lagu,memuat,NOUN
berbahasa,lagu,VERB
Inggris,berbahasa,PROPN
(petikdua),Inggris,PUNCT
To,(petikdua),PROPN
My,To,PROPN
Friends,My,PROPN
on,Friends,PROPN
Legian,on,PROPN
Beach,Legian,PROPN
(petikdua),Beach,PUNCT
(titik),(petikdua),PUNCT
Sebuah,NULL,DET
patung,Sebuah,NOUN
Buddha,patung,PROPN
dengan,Buddha,ADP
posisi,dengan,NOUN
duduk,posisi,VERB
Ratnasambawa,duduk,PROPN
yang,Ratnasambawa,PRON
sudah,yang,ADV
tidak,sudah,PART
ada,tidak,VERB
kepalanya,ada,NOUN
nampak,kepalanya,VERB
berada,nampak,VERB
pada,berada,ADP
salah,pada,NOUN
satu,salah,NOUN
candi,satu,NOUN
lainnya,candi,ADJ
(titik),lainnya,PUNCT
Kereta,NULL,NOUN
api,Kereta,NOUN
Serayu,api,PROPN
merupakan,Serayu,VERB
kereta,merupakan,NOUN
api,kereta,NOUN
kelas,api,NOUN
ekonomi,kelas,NOUN
unggulan,ekonomi,NOUN
yang,unggulan,PRON
melayani,yang,VERB
pemerjalanan,melayani,NOUN
Jakartakota,pemerjalanan,PROPN
(kurang),Jakartakota,PUNCT
Kroya,(kurang),PROPN
(koma),Kroya,PUNCT
dijalankan,(koma),VERB
dua,dijalankan,NUM
kali,dua,NOUN
sehari,kali,NOUN
(bukakurung),sehari,PUNCT
siang,(bukakurung),NOUN
dan,siang,CCONJ
malam,dan,NOUN
(tutupkurung),malam,PUNCT
(titik),(tutupkurung),PUNCT
Namun,NULL,SCONJ
Pontus,Namun,PROPN
masih,Pontus,ADV
akan,masih,ADV
menjadi,akan,VERB
penulis,menjadi,NOUN
lagu,penulis,NOUN
untuk,lagu,ADP
Dead,untuk,PROPN
by,Dead,PROPN
April,by,PROPN
dan,April,CCONJ
akan,dan,ADV
bertindak,akan,VERB
sebagai,bertindak,ADP
pemain,sebagai,NOUN
(petikdua),pemain,PUNCT
sesi,(petikdua),NOUN
(petikdua),sesi,PUNCT
di,(petikdua),ADP
album,di,NOUN
baru,album,ADJ
mereka,baru,PRON
dan,mereka,CCONJ
di,dan,ADP
tur,di,NOUN
mendatang,tur,ADJ
(titik),mendatang,PUNCT
Ia,NULL,PRON
merupakan,Ia,VERB
Perdana,merupakan,PROPN
Menteri,Perdana,PROPN
Taiwan,Menteri,PROPN
dari,Taiwan,ADP
1,dari,NUM
Februari,1,PROPN
2005,Februari,NUM
hingga,2005,ADP
25,hingga,NUM
Januari,25,PROPN
2006,Januari,NUM
(titik),2006,PUNCT
Leonardine,NULL,PROPN
Hendriette,Leonardine,PROPN
Tamaela,Hendriette,PROPN
(bukakurung),Tamaela,PUNCT
dikenal,(bukakurung),VERB
sebagai,dikenal,ADP
Dien,sebagai,PROPN
Tamaela,Dien,PROPN
(titikkoma),Tamaela,PUNCT
(tutupkurung),(titikkoma),PUNCT
adalah,(tutupkurung),AUX
gadis,adalah,NOUN
Maluku,gadis,PROPN
yang,Maluku,PRON
diabadikan,yang,VERB
dalam,diabadikan,ADP
puisi,dalam,NOUN
Cerita,puisi,NOUN
Buat,Cerita,PROPN
Dien,Buat,PROPN
Tamaela,Dien,PROPN
karangan,Tamaela,NOUN
penyair,karangan,NOUN
Indonesia,penyair,PROPN
Angkatan,Indonesia,NOUN
45,Angkatan,NUM
Chairil,45,PROPN
Anwar,Chairil,PROPN
(titik),Anwar,PUNCT
Mayoritas,NULL,NOUN
di,Mayoritas,ADP
Senat,di,PROPN
adalah,Senat,AUX
Partai,adalah,PROPN
Federalis,Partai,PROPN
(koma),Federalis,PUNCT
sedangkan,(koma),SCONJ
mayoritas,sedangkan,NOUN
di,mayoritas,ADP
DPRR,di,NOUN
adalah,DPRR,AUX
Partai,adalah,PROPN
Demokrat,Partai,PROPN
(kurang),Demokrat,PUNCT
Republik,(kurang),PROPN
(titik),Republik,PUNCT
Saham,NULL,PROPN
mereka,Saham,PRON
diperdagangkan,mereka,VERB
di,diperdagangkan,ADP
Bursa,di,PROPN
Saham,Bursa,PROPN
Tokyo,Saham,PROPN
(koma),Tokyo,PUNCT
Bursa,(koma),PROPN
Saham,Bursa,PROPN
New,Saham,PROPN
York,New,PROPN
(koma),York,PUNCT
dan,(koma),CCONJ
juga,dan,ADV
perdagangan,juga,NOUN
di,perdagangan,ADP
Osaka,di,PROPN
(koma),Osaka,PUNCT
Nagoya,(koma),PROPN
(koma),Nagoya,PUNCT
Sapporo,(koma),PROPN
(koma),Sapporo,PUNCT
Kyoto,(koma),PROPN
(koma),Kyoto,PUNCT
Fukuoka,(koma),PROPN
(koma),Fukuoka,PUNCT
London,(koma),PROPN
(koma),London,PUNCT
Paris,(koma),PROPN
dan,Paris,CCONJ
Swiss,dan,PROPN
(titik),Swiss,PUNCT
Benangin,NULL,PROPN
1,Benangin,PROPN
adalah,1,AUX
salah,adalah,DET
satu,salah,DET
desa,satu,NOUN
di,desa,ADP
kecamatan,di,PROPN
Teweh,kecamatan,PROPN
Timur,Teweh,PROPN
(koma),Timur,PUNCT
Kabupaten,(koma),PROPN
Barito,Kabupaten,PROPN
Utara,Barito,PROPN
(koma),Utara,PUNCT
Kalimantan,(koma),PROPN
Tengah,Kalimantan,PROPN
(koma),Tengah,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Tanggal,NULL,NOUN
21,Tanggal,NUM
Juni,21,PROPN
1990,Juni,NUM
merupakan,1990,VERB
permulaan,merupakan,NOUN
bersinar,permulaan,VERB
bintang,bersinar,NOUN
kariernya,bintang,NOUN
(titik),kariernya,PUNCT
Umumnya,NULL,ADV
media,Umumnya,NOUN
hasil,media,NOUN
